Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
18243345,"Nightblood (Warbreaker, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.17,Gollancz,Hardcover,,,,,2014/05/04,"to-read, author-male, cosmere","to-read (#221), author-male (#515), cosmere (#13)",to-read,,,,0,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",5,4.65,Tor Books,Hardcover,1007,2010,2010,2013/03/25,2012/07/07,"favorites, read-2013, epic-fantasy, fantasy, own, author-male, cosmere","favorites (#16), read-2013 (#15), epic-fantasy (#16), fantasy (#122), own (#128), author-male (#171), cosmere (#6)",read,"<b>Executive Summary:</b> I loved this book. It's not perfect, but it instantly was added to my favorites shelf. <br/><br/>Will you love it too? Well that depends on what you're looking for. I've seen some people call that slow, but not me. I think book sets up what could become my new favorite series depending on what Mr. Sanderson does in the books that follow this one.<br/><br/><b><u>Full Review</u></b><br/>I first heard of Mr. Sanderson, like many I suspect, when he was announced as the one chosen to complete [a:Robert Jordan|6252|Robert Jordan|http://d.gr-assets.com/authors/1175475715p2/6252.jpg]'s Wheel of Time series. The first book I read by him was [b:The Gathering Storm|1166599|The Gathering Storm (Wheel of Time, #12; A Memory of Light, #1)|Robert Jordan|http://d.gr-assets.com/books/1312064325s/1166599.jpg|1920889] and I loved that too.<br/><br/>I went on to check out his Mistborn series shortly after and loved those books. When this came out however, I held back. I didn't really want to jump into what he promised to be a maybe 10 book series. I wanted to wait for it to be done/nearly done.<br/><br/>Fast forward a few years, two more excellent Wheel of Time books by Mr. Sanderson, and there was suddenly a hole in my reading. <br/><br/>I got to meet him in February at a signing for [b:A Memory of Light|7743175|A Memory of Light (Wheel of Time, #14; A Memory of Light, #3)|Robert Jordan|http://d.gr-assets.com/books/1336055749s/7743175.jpg|10558806] and I felt bad that I had nothing that was exclusively his to sign in hardcover. That pretty much settled it for me and I managed to find a new first edition copy of the book online.<br/><br/>There is a lot of world building in this book. That's to be expected from book one of what looks to be a long series. There is a lot of time jumping, especially at the beginning.<br/><br/>After the brief first scene ends, we jump 4500 years into the future. Then there is a short prolouge, where we meet a bad-ass (though reluctant) assassin named Szeth. Then it jumps another 5 or 6 years before the main story gets rolling.<br/><br/>As the story begins we meet Kaladin Stormblessed. No he's not a farm boy suddenly thrust on an unexpected adventure, he's a unit commander in the military. He's a little bit older (19) than your typical fantasy trope hero as well. <br/><br/>That isn't to say he doesn't suffer from any tropes, but he feels like a refreshingly original character. I also appreciated the way Mr. Sanderson introduces him to you, in what I can only assume to be a nod to the prototype fantasy protagonist.<br/><br/>Mr. Sanderson makes use of flash back chapters starting 9 years in the past and slowly moves them forward in time filling you on how Kaladin came to be where he was.<br/><br/>We are next introduced to Shallan, a young noble woman set out on a mission to save her family from ruin. I've seen complaints that her parts of the book are ""pointless"" to the plot of this book, but I disagree. <br/><br/>While she has no roll in the main plot, Mr. Sanderson is building out his world and some of the key players in it. By the end of this novel it's apparent just how important Shallan's story line will be.<br/><br/>The first and third books of this novel deal with these two characters. <br/><br/>Starting in the second book, and continuing in the fourth, we are introduced to Dalinar and his son Adolin the Uncle and cousin of the King of Alethkar respectively. <br/><br/>Their chapters replace Shallan's while Kaladin's continue on.<br/><br/>It becomes apparent early on that Kalodin story is on a collision course with Dalinar but the journey to get there was enjoyable. Not to mention that the events surrounding their meeting as just pure awesomeness.<br/><br/>The final book makes use of all the character perspectives, and sets things up for the next novel. This novel is not stand-alone by any means, but I knew that coming in. That said, I think Mr. Sanderson found a good stopping point to conclude on.<br/><br/>I now eagerly await [b:Words of Radiance|11543195|Words of Radiance (The Stormlight Archive, #2)|Brandon Sanderson|/assets/nocover/60x80.png|16482835], and I suspect the many other books to follow.",,,1,,,1,,,unspecified,,
6976882,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765360039""","=""9780765360038""",4,4.26,Tor Books,Mass Market Paperback,688,2010,2009,2014/04/25,2012/09/06,"fantasy, not-a-bookclub-club, read-2014, own, stand-alone, author-male, cosmere","fantasy (#161), not-a-bookclub-club (#14), read-2014 (#41), own (#156), stand-alone (#24), author-male (#215), cosmere (#8)",read,"<b>Executive Summary:</b> While not among my favorite books by Brandon Sanderson, I still really enjoyed it, which may say more about my love for Brandon Sanderson’s books than it does about the book itself.<br/><br/><b><u>Full Review</u></b><br/>Cool Magic system? check.<br/>Interesting world building? check.<br/>Easy to read? check.<br/><br/>So at first blush this is a typical [a:Brandon Sanderson|38550|Brandon Sanderson|https://d202m5krfqbpi5.cloudfront.net/authors/1394044556p2/38550.jpg] novel. However this one isn’t nearly as polished as his Stormlight Archive books, nor as fun as his Mistborn books. That said, I still really enjoyed it. Mr. Sanderson writes the kind of books I like to read, and this one is no different. Your mileage may vary however.<br/><br/>I moved this one up on my reading list due to Cosmere tie-ins to [b:Words of Radiance|17332218|Words of Radiance (The Stormlight Archive, #2)|Brandon Sanderson|https://d202m5krfqbpi5.cloudfront.net/books/1391535251s/17332218.jpg|16482835]. That probably added to my overall enjoyment. Many people were recommending having read this before Words of Radiance, but I found it fun to go the other way and look for things that related back to the book. I think it would probably work out pretty well whichever way you choose to go.<br/><br/>Lightsong was easily my favorite character. I found him very quotable if not always funny. The mercenaries were less so, but still lightened up the mood with Vivenna, who was by far my least favorite POV in the book. She did grow on me by the end, but early on I just found her annoying. <br/><br/>Siri was somewhere in the middle. She starts off naive and a bit annoying. However she's not dumb and as she starts to get her bearings I found myself enjoying her chapters more.<br/><br/>The magic system is another cool idea, though it seems underutilized here. We only learn a few things about it early on and seem to be hit over the head a bit with those details, while never really expanding our knowledge until much later in the book.<br/><br/>The world seems pretty well built out for such a stand alone book, and from the notes available about the book it’s apparent that Mr. Sanderson knows a lot more about the world than he’s including in the story. <br/><br/>He’s supposed to be planning an eventual sequel, and I will definitely be excited to read it when it comes out. Then again that’s pretty much the case for EVERY new Brandon Sanderson novel for me these days.",,,1,,,1,2014/04/10,Amazon,Very good,,
3362870,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765356147""","=""9780765356147""",5,4.49,Tor Books,Mass Market Paperback,724,2009,2008,,2012/07/06,"favorites, read-before-goodreads, fantasy, own, author-male, cosmere","favorites (#1), read-before-goodreads (#30), fantasy (#94), own (#98), author-male (#133), cosmere (#4)",read,Very happy with the ending of this series.,,,1,,,0,,,,,
13361776,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",Michael Kramer,"=""1427221049""","=""9781427221049""",4,4.21,Macmillan Audio,Audiobook,11,2011,2011,2014/02/08,2012/07/06,"fantasy, audio-book, read-2014, own, author-male, cosmere","fantasy (#95), audio-book (#88), read-2014 (#15), own (#99), author-male (#134), cosmere (#5)",read,"<b>Executive Summary:</b> A fun, but predictable story. Mr. Sanderson does a great job of adding a new layer of complexity to the excellent magic system from the original Mistborn series that should appeal to anyone who enjoys well defined magical systems. A few minor complaints, but overall very enjoyable.<br/><br/><b>Audio book:</b> Micheal Kramer is an excellent narrator. This is the first time I've listened to him, and I hope it won't be the last. I actually met him briefly at a signing for [b:A Memory of Light|7743175|A Memory of Light (Wheel of Time, #14)|Robert Jordan|https://d202m5krfqbpi5.cloudfront.net/books/1336055749s/7743175.jpg|10558806] and got to listen to him do a live reading. He does voices for the characters and really adds that extra something I wish all audio book narrators would do.<br/><br/><b><u>Full Review</u></b><br/>This book started out great right out of the gate. Things really ramped up further when Wayne was introduced. The pairing of Wax and Wayne is one I really enjoyed.<br/><br/>Wax reminds me a little of Roland Deschain from the Dark Tower series. Wayne reminded me a little bit of Sherlock Holmes simply for his frequent use of disguise and various voices/accents.<br/><br/>The main drawback for me was Marasi. I like her character in concept. A smart, resourceful women who is well studied on law and lawkeeping. The execution left a little to be desired for me however. I found her personality annoying. Vin got a little whiny at points in the original series, but I found that far less bothersome than the ""helpless noble"" persona Marasi has.<br/><br/>The book also slows down in the middle, but not for long. The antagonist is pretty well done, although a bit too much mustache twirly in place.<br/><br/>Most of the plot twists were pretty obvious to me ahead of time, but that doesn't matter. The characters, the magic system, and the action really sucked me into this book.<br/><br/>I especially liked the additions Mr. Sanderson added to his already great magic system. He introduced some pretty cool ideas by mixing Allomancy and Feruchemy to make ""Twinborn"". This is especially excellent with the addition of guns to mix making for some really fun action scenes.<br/><br/>Overall this was a really enjoyable book that I read at just the right time. I was in the mood for something fun and light and this fit the bill nicely. I hope Mr. Sanderson gives us more stories with Wax and Wayne sooner rather than later.",,,1,,,1,2014/02/04,Audible,Like new,,
2115046,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765356139""","=""9780765356130""",4,4.37,Tor Fantasy,Mass Market Paperback,763,2008,2007,,2012/07/06,"read-before-goodreads, fantasy, own, author-male, cosmere","read-before-goodreads (#82), fantasy (#93), own (#97), author-male (#132), cosmere (#3)",read,,,,1,,,0,,,,,
2705034,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765360969""","=""9780765360960""",4,4.45,Tor Fantasy,Mass Market Paperback,643,2008,2006,,2012/07/06,"read-before-goodreads, fantasy, own, author-male, cosmere","read-before-goodreads (#126), fantasy (#92), own (#96), author-male (#131), cosmere (#2)",read,"Really great series, with a unique magic system.",,,1,,,0,,,,,
28385685,Free the Darkness (King's Dark Tidings #1),Kel Kade,"Kade, Kel",,"=""""","=""""",0,4.26,Kel Kade,Kindle Edition,483,2015,2015,,2016/11/17,"to-read, author-female, fantasy, epic-fantasy","to-read (#350), author-female (#136), fantasy (#454), epic-fantasy (#37)",to-read,,,,0,,,0,,,,,
8494318,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""0739350358""","=""9780739350355""",3,4.13,"Listening Library, Inc.",Audiobook,9,2006,1997,2016/11/10,2016/11/06,"audio-book, author-male, fantasy, not-a-bookclub-club, own, read-2016, young-adult","audio-book (#263), author-male (#635), fantasy (#453), not-a-bookclub-club (#79), own (#516), read-2016 (#79), young-adult (#23)",read,"<b>Executive Summary:</b> I liked this better than the first one, but I still don't seem to love this series like so many others.<br/><br/><b>Audiobook:</b> The audio book was fantastic again. Not only the story narration but all of the voice readers make this a great choice in audio.<br/><br/><b><u>Full Review</u></b><br/>So this book adds a second protagonist named Will whose seemingly from our world. I find him more likable than most of the other characters, including Lyra, but that's not saying very much. I just don't like most of the characters. I still also don't get how this is a book for children. It seems to value lying and murder among other questionable attributes. It's one thing not to pull punches with children, but this is something else.<br/><br/>Maybe I'm just too old or cynical. I also could have done without the mini-rant about religion. It just seemed unnecessary. I get that some of the characters are anti-religion. The rant really took me out of the story and I feel like it could have been left out without losing anything.<br/><br/>That aside, I found this one better than the first. I liked the stuff with multiple worlds a lot. Also, while the subtle knife seems like yet another plot device (may as well be a sonic screwdriver), it does add an interesting element to the story. When combined with the Alethiometer, it helps to add to the sense of fantasy to what could almost be a science fiction novel otherwise.<br/><br/>I wish I enjoyed this series more than I do. I was hoping this would be in the realm of Harry Potter. A lot of people seem to really enjoy this series. I just think it's OK. I liked it enough to pick up the final book to see how it all ends, but I'm not optimistic I'll be blown away.",,,1,,,1,2016/10/03,Audible,Like new,,
20410192,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""""","=""""",3,3.69,FSG Originals,Kindle Edition,210,2014,2014,2015/02/09,2015/01/21,"sword-and-laser, read-2015, science-fiction, author-male","sword-and-laser (#30), read-2015 (#9), science-fiction (#144), author-male (#745)",read,"<b>Executive Summary:</b> It's well written, but just never clicked for me.<br/><br/><b><u>Full Review</u></b><br/>This is a hard review to write. I didn't exactly dislike this book, I just never got into it. The writing is good, the world seems interesting.<br/><br/>I love the mystery of it all. As someone who was a fan of Lost and the puzzle/exploration Myst games before it, it reminded me fondly of both of those things. But much like Lost I felt that it got too caught up in presenting mysteries to the audience while never really doing a good enough job of revealing things.<br/><br/>Now I know this is book 1 of a trilogy, but I felt like there just wasn't enough answering. I also had trouble connecting with the Biologist. She felt more like a camera. I didn't really care what happened to her or the other characters except for how it allowed me to learn more about Area X.<br/><br/>There just wasn't enough here for me to be interested in continuing on. I've heard mixed things about how much is actually revealed in the later books, and I have too many other things I want to read instead.<br/><br/>Either way, it's a short read and I'm glad to have checked it out.",,,1,,,0,,,,,
25332122,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu","Joel Martinsen, P.J. Ochlan","=""1427268290""","=""9781427268297""",2,4.41,Macmillan Audio,Audiobook,23,2015,2008,2015/09/02,2015/08/19,"audio-book, own, read-2015, science-fiction, author-male","audio-book (#196), own (#426), read-2015 (#71), science-fiction (#127), author-male (#605)",read,"<b>Executive Summary:</b> I'm not sure what happened. I really enjoyed [b:The Three-Body Problem|20518872|The Three-Body Problem (Three-Body, #1)|Liu Cixin|https://d.gr-assets.com/books/1415428227s/20518872.jpg|25696480], but I found myself largely bored by this one.<br/><br/><b>Audio book:</b> I don't like when series change narrators between books. I'm also a huge fan of [a:Luke Daniels|2978188|Luke Daniels|https://d.gr-assets.com/authors/1331514576p2/2978188.jpg], but he wasn't really the best fit for this series. So I was willing to give P. J. Ochlan a chance. I thought he was fine, but he wasn't really any better. It would probably just have been better to stick with Mr. Daniels.<br/><br/><b><u>Full Review</u></b><br/>After enjoying [b:The Three-Body Problem|20518872|The Three-Body Problem (Three-Body, #1)|Liu Cixin|https://d.gr-assets.com/books/1415428227s/20518872.jpg|25696480] a few months ago, I was looking forward to this one. I struggled at the start of that book, but ended up largely enjoying it. I kept waiting for that to happen here, but it never did.<br/><br/>The dialogue was hard to listen to. There was far too many times when one character was explaining what another character was doing in EXCRUCIATING detail. I'm not sure if this has more to do with the change in translator, or if I just didn't notice as much in the last book.<br/><br/>The characters were pretty bland again, save for the cop again. However, unlike the last book the story and the science were enough to make up for that to me.<br/><br/>I thought the end of the book was interesting, and it peaked my curiousity about what happens in the final book, but I think it's too little too late.<br/><br/>Overall, I was pretty disappointed, and doubt I'll bother with the last book when it comes out.",,,1,,,1,2015/08/18,Audible,Like new,,
20945093,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu","Ken Liu, Luke Daniels","=""1427251991""","=""9781427251992""",4,4.06,Macmillan Audio,Audiobook,13,2014,2014,2015/05/28,2015/02/21,"science-fiction, audio-book, own, read-2015, author-male","science-fiction (#109), audio-book (#181), own (#400), read-2015 (#45), author-male (#743)",read,"<b>Executive Summary:</b> Easy to see why this is up for awards, very enjoyable.<br/><br/><b>Audio book:</b> Luke Daniels! He's awesome. Maybe not the best fit for this book, but I'd take him over just about anyone for audio books. I hope he'll be narrating the rest of the series.<br/><br/><b><u>Full Review</u></b><br/>This is a hard one for me to review. I generally don't like Hard Sci-Fi too much. I read for pleasure, and I do enough thinking at work. I don't really need to spend my free time thinking hard.<br/><br/>That said, I didn't find the science too overwhelming, except maybe at the end where there was a huge infodump about folding protons. I think if you are a fan of hard sci-fi, you may love this book, where I just found it pretty enjoyable.<br/><br/>The story pulled me in slowly. I wasn't really sure what the prologue had to do with anything until maybe halfway? Possibly later. I have a hard time with names in general, especially in audio, so this was no different, but it was easy enough to keep the characters straight. There isn't a ton of POVs to deal with at least. I think my favorite is probably the no brain/mouth filter cop. His dialogue always made for some fun parts.<br/><br/>My favorite part is probably the Three Body ""game"". This is what finally pulled me completely. I'm fairly confident I would have quit it quite early on, but it's interesting to read about someone obviously far smarter than myself take on the challenge.<br/><br/>I really had no idea what this book was going to be about, and I can't say I really saw where it ended up coming, but it wasn't a total surprise either.<br/><br/>The Chinese setting makes for a breath of fresh air. If there is stuff this good coming out of China, I hope more of it gets translated soon. It seems as though Ken Liu does an excellent job with it.<br/><br/>Overall, I think an enjoyable read, and I'm looking forward to picking up the second one when the audiobook gets released.",,,1,,,1,2015/05/24,Audible,Like new,,
25451264,Death's End (Remembrance of Earth’s Past #3),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",0,4.44,TOR,Hardcover,604,2016,2010,,2015/08/19,"to-read, next-in-series, science-fiction, author-male","to-read (#301), next-in-series (#18), science-fiction (#128), author-male (#744)",to-read,,,,0,,,0,,,,,
21847375,"Skin Deep (Legion, #2)",Brandon Sanderson,"Sanderson, Brandon",Oliver Wyman,"=""""","=""""",4,4.13,Audible Studios,Audible Audio,5,2014,2014,2014/12/06,2014/03/09,"fantasy, read-2014, audio-book, own, author-male","fantasy (#254), read-2014 (#127), audio-book (#146), own (#284), author-male (#486)",read,"<b>Executive Summary:</b> I'm not sure why Audible keeps giving these away, but I'll happily keep listening to them. I didn't enjoy this quite as much as the first one, but it's still a lot of fun, and the price sure is right!<br/><br/><b>Audio book:</b> Oliver Wyman once again does an excellent job bring all of the personalities to life.<br/><br/><b><u>Full Review</u></b><br/>When I got to meet Mr. Sanderson last year for the [b:A Memory of Light|7743175|A Memory of Light (Wheel of Time, #14)|Robert Jordan|https://d.gr-assets.com/books/1336055749s/7743175.jpg|10558806] tour, I told him how much I had enjoyed [b:Legion|13452375|Legion (Legion, #1)|Brandon Sanderson|https://d.gr-assets.com/books/1338512017s/13452375.jpg|18978261], and asked if he would be returning to the world at all. He told me he might.<br/><br/>Fast forward about 18 months and here we are with a longer sequel. I'm not really a big fan of the Novella format myself. They usually feel overpriced to me. But for whatever reason, audible keeps giving these away, if only for a short period. At that price you really can't go wrong.<br/><br/>This one is more than twice as long than the first. The short format seems to work for this series though. I'm not sure if I'd enjoy a full novel of it or not. I already found this one a bit slow in the setup.<br/><br/>The premise of a man with multiple hallucinations that only he can see who help him compartmentalize his genius is pretty great. Mr. Sanderson expands on that quite a bit here with some interesting developments that have me wondering if the premise is actually faulty.<br/><br/>There is some interesting character developments of some of the personalities we met in the first story, as well as some new faces to enjoy.<br/><br/>Overall though it's a fun, quick read. If you do audio books, you should definitely give this one a listen, or at least grab it while it's still free. If you a fan of the first one/Mr. Sanderson and don't do audio, it's still probably worth picking up if the price is right.<br/><br/>I hope we get a third story at some point in the future, and I won't complain if Audible wants to give me that one for free as well. ^_^",,,1,,,1,2014/12/03,Audible,Like new,,
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743580""","=""9780385743587""",3,4.28,Delacorte Press,Hardcover,416,2015,2015,2015/02/01,2013/09/28,"fantasy, young-adult, urban-fantasy, not-a-bookclub-club, read-2015, own, author-male","fantasy (#159), young-adult (#12), urban-fantasy (#35), not-a-bookclub-club (#31), read-2015 (#5), own (#244), author-male (#385)",read,"<b>Executive Summary:</b> I didn't enjoy this book as much as [b:Steelheart|17182126|Steelheart (Reckoners, #1)|Brandon Sanderson|https://d.gr-assets.com/books/1357576738s/17182126.jpg|21366540]. I thought the last third was very good, but the first half or so was slow. 3.5 stars rounded down for the slow start.<br/><br/><b><u>Full Review</u></b><br/>I'm going to start off by saying I hate David and his metaphors. Though actually they are similes. I honestly don't care. I hate them. They were an eye roller in the first book, and downright obnoxious here. I really hope he reduces how often David uses them in the next book. <br/><br/>I'm not a big fan of Young Adult. I think if I was a young adult I wouldn't really care for it either. When I was in high school I read adult fiction. I didn't feel like I needed something with a younger protagonist to cater to me. And I certainly didn't want to have things toned down for me either.<br/><br/>I enjoyed Steelheart though. It's far from his best work, but I found it to be a fun story. I don't think this book was nearly as good. Mr. Sanderson cranks out books like no other author in Fantasy, and I think that's starting to show a bit here. Or maybe I just don't love everything he writes anymore.<br/><br/>I like the change of scenery here. New York is a big contrast to Chicago. I also like the addition of new characters, and new Epics to confront.<br/><br/>The main draw, as usual for a Sanderson novel, is the magic system. Or in this case, whatever it is that caused humans to turn into epics. We get some good development into the mystery of the Calamity and the nature of epics and their weaknesses. Mostly in the last third of the book.<br/><br/>I found David annoying for most of the book. And whiny and mopey. You know, a teenager. Or at least the stereotypical teenager.<br/><br/>I'm eager to read the next book and have the rest of my questions answered, but I hope that it's the final book. I'd much rather he focus on his Cosmere books instead. Give me Stormlight Archive and Mistborn over this any day.",,,1,,,1,2015/01/06,Amazon,unspecified,,
23348155,"Mitosis: A Reckoners Story (Reckoners, #1.5)",Brandon Sanderson,"Sanderson, Brandon",MacLeod Andrews,"=""""","=""""",3,3.87,Audible Studios,Audible Audio,1,2014,2013,2014/10/13,2014/02/13,"fantasy, urban-fantasy, audio-book, read-2014, own, author-male","fantasy (#212), urban-fantasy (#44), audio-book (#141), read-2014 (#110), own (#280), author-male (#472)",read,"<b><u>Review</u></b><br/>This is an alright short story set in the Reckoners world. It shouldn't be read before you do [b:Steelheart|17182126|Steelheart (Reckoners, #1)|Brandon Sanderson|https://d.gr-assets.com/books/1357576738s/17182126.jpg|21366540].<br/><br/>It's a lot of the same elements as the first book. David and his bad Puns. An urban post-apocalyptic setting. Crazy villains with superpowers. The world won't feel very fleshed out to anyone who hasn't read [b:Steelheart|17182126|Steelheart (Reckoners, #1)|Brandon Sanderson|https://d.gr-assets.com/books/1357576738s/17182126.jpg|21366540] not to mention the spoilers for the end of that book.<br/><br/>Mitosis is an interesting villain from a powers point of view, but feels very flat otherwise. This is probably because it's a short story, but I would have liked some sort of motivation for his actions.<br/><br/>I'd say if you enjoyed [b:Steelheart|17182126|Steelheart (Reckoners, #1)|Brandon Sanderson|https://d.gr-assets.com/books/1357576738s/17182126.jpg|21366540] and can get this for free, it's worth checking out. If not, I'd give it a pass. I don't really think it's worth buying.<br/><br/><b>Audio book:</b> I ended up doing this in audio because they were giving it away for free. I did [b:Steelheart|17182126|Steelheart (Reckoners, #1)|Brandon Sanderson|https://d.gr-assets.com/books/1357576738s/17182126.jpg|21366540] in hardcover and tend to stick with the same format for books in a series. <br/><br/>At just a little over an hour, I probably wouldn't have bought/listened to it otherwise.<br/><br/>MacLeod Andrews seems like a decent narrator, and his voice really fit the story/David's POV.",,,1,,,1,2014/10/09,Audible,Like new,,
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",3,4.19,Delacorte Press,Hardcover,417,2016,2016,2016/03/09,2013/09/28,"fantasy, young-adult, urban-fantasy, own, read-2016, not-a-bookclub-club, author-male","fantasy (#160), young-adult (#13), urban-fantasy (#34), own (#470), read-2016 (#15), not-a-bookclub-club (#54), author-male (#386)",read,"<b>Executive Summary:</b> This book, much like the series as a whole had an interesting premise, but an execution that didn't work for me. <br/><br/><b><u>Full Review</u></b><br/>For the last few years, I've considered Mr. Sanderson one of my favorite authors. 2015 was a rough test of that for me. I was disappointed by both [b:Firefight|15704459|Firefight (Reckoners, #2)|Brandon Sanderson|https://d.gr-assets.com/books/1413220816s/15704459.jpg|21979689] and [b:Shadows of Self|16065004|Shadows of Self (Mistborn, #5)|Brandon Sanderson|https://d.gr-assets.com/books/1435053013s/16065004.jpg|21855448], but especially Firefight.<br/><br/>I'm certainly not the target demographic for this series, but prior to that book, Mr. Sanderson could do no wrong for me. I largely picked this book up because I wanted to see how it ended. [b:The Hero of Ages|2767793|The Hero of Ages (Mistborn, #3)|Brandon Sanderson|https://d.gr-assets.com/books/1415427803s/2767793.jpg|2793516] still ranks as one of my top (if not the top) final book of a series I've read. Could Mr. Sanderson save this series from the disappointing place he left me with the last book?<br/><br/>The answer is a bit mixed. I think overall I liked this book a little more than the last one, but not nearly as much as [b:Steelheart|17182126|Steelheart (Reckoners, #1)|Brandon Sanderson|https://d.gr-assets.com/books/1357576738s/17182126.jpg|21366540]. The ending was partially satisfying, but felt very rushed. Too much time was spent moving characters around and on a new subplot introduced in the last book. The big/final villain was nowhere to be seen for far too long. Some new ideas were introduced right at the end with little to no explanation. Plus one of the interesting new characters  was introduced and then gone without ever coming back to them.<br/><br/>And that doesn't even get to the protagonist. David went from relatable/likable in the first book, to annoying in second, and downright obnoxious in this one. I never liked the bad metaphor gag. I've long felt Mr. Sanderson doesn't do humor well. He's apparently worse at intentionally bad jokes. I took to skipping every metaphor I could as the book went on.<br/><br/>Overall, while I liked the idea of super powers turning people into super villains and the ""magic"" of their powers, the execution fell short for me. It's far from his best world building. I don't read much Young Adult. It's demographic that seems to be largely all over the place and hard to truly define. I think from now on I may avoid it entirely. <br/><br/>I'll certainly be avoiding any of Mr. Sanderson's non-Cosmere books for the foreseeable future. He's either finally starting to show some cracks from his incredible output, or my tastes are staring to move beyond him. I certainly hope not though. I'm really excited for both the next Stormlight Archive and Mistborn books.",,,1,,,1,2016/02/16,Amazon,Like new,,
15704458,"Steelheart (Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""1299859291""","=""9781299859296""",4,4.15,Delacorte Press,ebook,361,2013,2013,2013/09/27,2013/04/03,"not-a-bookclub-club, fantasy, young-adult, read-2013, urban-fantasy, own, author-male","not-a-bookclub-club (#2), fantasy (#157), young-adult (#1), read-2013 (#72), urban-fantasy (#36), own (#206), author-male (#315)",read,"<b>Executive Summary:</b> While it's obviously young adult, and a little predictable, I found it to be a lot of fun and hard to put down by the second half. I enjoyed it more than [b:The Rithmatist|10137823|The Rithmatist (Rithmatist #1)|Brandon Sanderson|http://d202m5krfqbpi5.cloudfront.net/books/1348506712s/10137823.jpg|15035866].<br/><br/><b><u>Full Review</u></b><br/>I don't tend to read much Young Adult, but for [a:Brandon Sanderson|38550|Brandon Sanderson|http://d202m5krfqbpi5.cloudfront.net/authors/1201547425p2/38550.jpg], I make an exception. I really like the way he does world building, especially his magical systems.<br/><br/>Since this book is based on superheroes, there isn't a magical system persay, but I enjoy the types of powers he's come with, from the standard invincibility and super strength to the down right bizarre like the ability to never run out of bullets. Sounds like someone got a hold of the infinite ammo cheat code.<br/><br/>I loved comics as a kid, but these days my only real exposure to superheroes is the overabundance of Movies and TV shows being cranked out every year.<br/><br/>Most people with any familiarity to comics knows the line Stan Lee coined for Spider-Man: ""<i>With Great Power Comes Great Responsibility.</i>""<br/><br/>This book throws that saying right out the window and instead comes Great Destruction and Terror. Where are the superheroes? Instead all that shows up is varying degrees of villains.<br/><br/>That only leaves the humans to fight back against those with super powers. Except the military and governments tried and failed and eventually gave up. Enter the Reckoners. The last group still fighting. Determined to kill as many Epics as they can.<br/><br/>Everything seems to tie back to the appearance of something called The Calamity. What is it, and how does it relate to the appearance of Epics?<br/><br/>Well don't expect to find out in this book, as it's very obviously the start of a series.<br/><br/>The book started out a little slow for my liking, but once it got going, I really enjoyed it. I'm looking forward to [b:Firefight|15704459|Firefight (Reckoners, #2)|Brandon Sanderson|/assets/nocover/60x80.png|21979689] next year.",,,1,,,0,,,,,
